categoryName;englishName;humanFormat;populate;visible;generalizations;mutexExceptions;knownNegatives;instanceType;seedInstances;seedExtractionPatterns;conceptSynonyms;queryString;editDate;author;curator;description;freebaseID;comment;
escola;schools;%s is a {school};FALSE;FALSE;organização;organizaçãoSemFinsLucrativos;;proper;"""Escola Estadual Dr. Farid Silva"" ""Escola Municipal de Música de São Paulo"" ""Escola Municipal de Saúde"" "" Escola Municipal de Santo André"" ""Colégio Objetivo"" ""Colégio Rio Branco"" ""Colégio Santa Cruz"" ""Colégio Dante Alighieri"" ""Escola Técnica Bilingue"" ""Escola Estadual"" ""Escola Municipal""";"""escola tal como _"" ""escola assim como _"" ""escola como a _"" ""_ é uma escola"" ""_ é a escola"" ""é a escola _"" ""escola conhecida como _"" ""escola chamada de _"" ""escola apelidada de _"" ""_ é uma das escolas"" ""_ são escolas"" ""_ são as escolas"" ""escolas conhecidas como _"" ""escolas chamadas de _"" ""escolas apelidadas de _"" ""_ são algumas das escolas"" ";;escola;2014-10-31;Maísa Duarte;Maísa Duarte;A school is an organization whose primary function is education. This category includes universities, K-12 schools and trade schools.;/education/educational_institution;;
cientista;scientists;%s is a {scientist};TRUE;TRUE;pessoa;masculino feminino pessoaPorLocalidade escritor professor arquiteto autorDeAM;;proper;"""Suzana Herculano-Houzel"" ""Santos Dummont"" ""Marcelo Gleiser"" ""Milton Santos"" ""Euryclides Zerbini"" ""Carlos Paz de Araújo"" ""Bartolomeu de Gusmão"" ""Bartolomeu de Gusmão"" ""José Leite Lopes"" ""Herch Moysés Nussenzveig"" ""Duília de Mello"" ""César Lattes"" ""Oswaldo Cruz"" ""Carlos Chagas""";"""cientista chamada de _"" ""cientista apelidada de _"" ""_ é uma das cientistas"" ""_ são as cientistas"" ""cientistas conhecidas como _"" ""cientistas chamadas de _"" ""cientistas apelidadas de _"" ""_ são algumas das cientistas"" ""_ é um cientista"" ""_ é o cientista"" ""é o cientista _"" ""cientista conhecido como _"" ""cientista chamado de _"" ""cientista apelidado de _"" ""_ é um dos cientistas"" ""_ são cientistas"" ""_ são os cientistas"" ""cientistas conhecidos como _"" ""cientistas chamados de _"" ""cientistas apelidados de _"" ""_ são alguns dos cientistas"" ""cientistas tais como _"" ""cientistas assim como _"" ""cientistas como _"" ""_ é uma cientista"" ""_ é a cientista"" ""é a cientista _"" ";;cientista;2014-10-31;Maísa Duarte;Maísa Duarte;A scientist is a professional who performs research to discover the rules which govern the natural world. This category includes mathematicians, even though math isn't really a science.;;No changes;
shopping;shopping malls;%s is a {shopping mall};TRUE;TRUE;construção;;;proper;"""Ribeirão Shopping"" ""Shopping Anália Franco"" ""Morumbi Shopping"" ""Novo Shopping"" ""Norte Shopping"" ""Shopping União de Osasco"" ""Centro Comercial Interlagos"" ""RioMar Shopping Recife"" ""Salvador Shopping"" ""Shopping Dom Pedro""";"""shopping _"" ""_ Shopping é localizado"" ""O Shopping _"" ""_ Praça de Alimentação do"" ""_ é um shopping center brasileiro"" ""_ é o maior Shopping"" ""Salas de cinema no _"" ""_ disponibiliza cadeiras de rodas motorizadas"" ""lojas do shopping _"" ""Shopping Center _"" ""_ é um shopping"" ""_ é o shopping"" ""é o shopping _"" ""shopping conhecido como _"" ""shopping chamado de _"" ""shopping apelidado de _"" ""_ é um dos shoppings"" ""_ são shoppings"" ""_ são os shoppings"" ""shoppings conhecidos como _"" ""shoppings chamados de _"" ""shoppings apelidados de _"" ""_ são alguns dos shoppings"" ""shoppings tais como _"" ""shoppings assim como _"" ""shoppings como _"" ";;shopping;2014-10-31;Maísa Duarte;Maísa Duarte;"""A shopping mall is a building or group of buildings containing many stores, restaurants, and businesses.""";/business/shopping_center;Removed all and added brazilian names;
areaDeSki;ski areas;%s is a {place to ski};TRUE;TRUE;atração;montanha cordilheira;;proper;" ""Whistler Blackcomb"" ""Arapahoe Basin"" ""Marquette Mountain"" ""Fernie Alpine Resort"" ""Heavenly Mountain Resort"" ""Mammoth Mountain Ski Area"" ""Falls Creek"" ""Val Thorens"" ""Portes du Soleil"" ""La Plagne"" ""Whakapapa skifield"" ""Bear Valley """;"""_ a maior área de ski do mundo"" ""perto da Área de Ski _"" ""_ é uma área de ski"" ""_ é a maior área de ski "" ""a principal área de ski é _"" ""excursão para a área de ski de _"" ""área de ski _"" ""chalés de esqui _"" ""centro de esqui _"" ""estâncias de ski nos _"" ""_ Ski Resort"" ""a estação de esqui _"" ""área de ski tal como _"" ""área de ski assim como _"" ""área de ski como a _"" ""_ é uma área de ski"" ""_ é a área de ski"" ""é a área de ski _"" ""área de ski conhecida como _"" ""área de ski chamada de _"" ""área de ski apelidada de _"" ""_ é uma das áreas de ski"" ""_ são áreas de ski"" ""_ são as áreas de ski"" ""áreas de ski conhecidas como _"" ""áreas de ski chamadas de _"" ""áreas de ski apelidadas de _"" ""_ são algumas das áreas de ski"" ""área de esqui tal como _"" ""área de esqui assim como _"" ""área de esqui como a _"" ""_ é uma área de esqui"" ""_ é a área de esqui"" ""é a área de esqui _"" ""área de esqui conhecida como _"" ""área de esqui chamada de _"" ""área de esqui apelidada de _"" ""_ é uma das áreas de esqui"" ""_ são áreas de esqui"" ""_ são as áreas de esqui"" ""áreas de esqui conhecidas como _"" ""áreas de esqui chamadas de _"" ""áreas de esqui apelidadas de _"" ""_ são algumas das áreas de esqui"" ";;area de ski;2014-10-31;Maísa Duarte;Maísa Duarte;"A place to ski""";none;No changes;
arranhaCéu;skyscrapers;%s is a {skyscraper};TRUE;TRUE;construção;;;proper;" ""Edifício Itália"" ""Edifício Altino Arantes"" ""Edifício do Banco do Brasil"" ""Royal Garden"" ""Edifício Inhambú"" ""Edifício Grande São Paulo"" ""Salvador Trade Center"" ""Mirante do Vale"" ""Edifício Copan"" ""Plaza Centenário""";"""o edifício _"" ""_ é o edifício mais alto"" ""_ é um edifício comercial"" ""_ é um edifício sustentável"" ""_ é um edifício inteligente"" ""_ é um edifício"" ""edificio residencial _"" ""é o prédio _"" ""é um arranha-céu _"" ""foi o responsável pela construção do edifício _"" ""_ tem elevador"" ""o hotel _"" ""apartamento no edifício _"" ""apartamento no prédio _"" ""apartamento no hotel _"" ""_ é um hotel aconchegante"" ""_ é um hotel"" ""_ é um arranha céu"" ""_ é o arranha céu"" ""é o arranha céu _"" ""arranha céu conhecido como _"" ""arranha céu chamado de _"" ""arranha céu apelidado de _"" ""_ é um dos arranha céu"" ""_ são arranha céu"" ""_ são os arranha céu"" ""arranha céu conhecidos como _"" ""arranha céu chamados de _"" ""arranha céu apelidados de _"" ""_ são alguns dos arranha céu"" ""arranha céu tais como _"" ""arranha céu assim como _"" ""arranha céu como _"" ";;arranha céu;2014-10-31;Maísa Duarte;Maísa Duarte;"""A very tall building""";/architecture/skyscraper;Removed all and added brazilian names;
sócioPolítico;sociopolitical words;%s is a {socio-political term};TRUE;TRUE;abstractThing;questõesPolíticas;;common;"""democracia"" ""liberdade"" ""inocência"" ""justiça"" ""tirania"" ""anarquia"" ""resistência"" ""revolução"" ""progresso"" ""ditadura"" ""propaganda"" ""guerra"" ""independência"" ""terrorismo""";;;sócio político;2014-10-31;Maísa Duarte;Maísa Duarte;Any socio-political word (?!);;Translated;
software;software;%s is {software};TRUE;TRUE;produto;;;proper;"""PowerPoint"" ""Excel"" ""Paint"" ""AutoCAD"" ""NetBeans"" ""Photoshop"" ""ArgoUML"" ""AOL Instant Messenger"" ""iTunes"" ""Skype"" ""Avira Antivirus"" ""Chrome""";"""_ é um software"" ""_ é o software"" ""é o software _"" ""software conhecido como _"" ""software chamado de _"" ""software apelidado de _"" ""_ é um dos softwares"" ""_ são softwares"" ""_ são os softwares"" ""softwares conhecidos como _"" ""softwares chamados de _"" ""softwares apelidados de _"" ""_ são alguns dos softwares"" ""softwares tais como _"" ""softwares assim como _"" ""softwares como _"" ";;software;2014-10-31;Maísa Duarte;Maísa Duarte;"""software that runs on a computer.""";none;Removed some and added other names;
espécies;species;%s is a {species} of animal;FALSE;FALSE;abstractThing;itemVisualizável ;;all;;"""espécie tal como _"" ""espécie assim como _"" ""espécie como a _"" ""_ é uma espécie"" ""_ é a espécie"" ""é a espécie _"" ""espécie conhecida como _"" ""espécie chamada de _"" ""espécie apelidada de _"" ""_ é uma das espécies"" ""_ são espécies"" ""_ são as espécies"" ""espécies conhecidas como _"" ""espécies chamadas de _"" ""espécies apelidadas de _"" ""_ são algumas das espécies"" ";;espécies;2014-10-31;Maísa Duarte;Maísa Duarte;is one of the basic units of biological classification and a taxonomic rank. A species is often defined as a group of organisms capable of interbreeding and producing fertile offspring.;none;;
esporte;sports;%s is a {sport};TRUE;TRUE;abstractThing;hobby;;all;"""MMA"" ""basebal"" ""basquetebol"" ""boxe"" ""canoagem"" ""futebol"" ""hóquei"" ""remo"" ""esquiar"" ""golf"" ""Natação"" ""tênis"" ""vôlei"" ""pólo aquático"" ""luta livre""";"""_ é um esporte"" ""_ é o esporte"" ""é o esporte _"" ""esporte conhecido como _"" ""esporte chamado de _"" ""esporte apelidado de _"" ""_ é um dos esportes"" ""_ são esportes"" ""_ são os esportes"" ""esportes conhecidos como _"" ""esportes chamados de _"" ""esportes apelidados de _"" ""_ são alguns dos esportes"" ""esportes tais como _"" ""esportes assim como _"" ""esportes como _"" ";;esporte;2014-10-31;Maísa Duarte;Maísa Duarte;"A game which involves some form of physical prowess (i.e. athleticism, as opposed to the physical prowess needed for a parlour game like Pin the Tail on the Donkey).  Note that this does not include non-game sports; those may be hobbies instead.";/sports/sport;Removed some and added other names;
equipamentoEsportista;sports equipment;%s is {sports equipment};TRUE;TRUE;item objetoVisualizável;ferramenta;;common;" ""bola de vôlei"" ""bola"" ""chuteira"" ""cesta de basquete"" ""rede de vôlei"" ""trave"" ""rede de basquete"" ""caneleira"" ""ombreiras de futebol americano"" ""raquete"" ""rede do gol"" ""skate"" ""bola de futebol"" ""bola de basquete"" ""rede de ping pong"" ""raquete de ping pong""";"""_ é um equipamento esportivo"" ""_ é o equipamento esportivo"" ""é o equipamento esportivo _"" ""equipamento esportivo conhecido como _"" ""equipamento esportivo chamado de _"" ""equipamento esportivo apelidado de _"" ""_ é um dos equipamentos esportivos"" ""_ são equipamentos esportivos"" ""_ são os equipamentos esportivos"" ""equipamentos esportivos conhecidos como _"" ""equipamentos esportivos chamados de _"" ""equipamentos esportivos apelidados de _"" ""_ são alguns dos equipamentos esportivos"" ""equipamentos esportivos tais como _"" ""equipamentos esportivos assim como _"" ""equipamentos esportivos como _"" ";;equipamento esportista;2014-10-31;Maísa Duarte;Maísa Duarte;Anything which is used to play a sport;/sports/sports_equipment;Removed some and added other names;
eventoEsportista;sports events;%s is a {sporting event};TRUE;TRUE;evento;;;proper;"""Olimpíadas de Inverno 2009"" ""Olimpíadas de Verão 2008"" ""Olimpíadas de Verão 2004"" ""Olimpíadas de Verão 1996"" ""Olimpíadas de Verão 1976"" ""Olimpíadas de Verão 2002"" ""Olimpíadas de Inverno 2006"" ""Xtreme Games Brasil"" ""Olimpíadas de Verão 2000"" ""Olimpíadas de Inverno 1998""";"""_ é um evento esportivo"" ""_ é o evento esportivo"" ""é o evento esportivo _"" ""evento esportivo conhecido como _"" ""evento esportivo chamado de _"" ""evento esportivo apelidado de _"" ""_ é um dos eventos esportivos"" ""_ são eventos esportivos"" ""_ são os eventos esportivos"" ""eventos esportivos conhecidos como _"" ""eventos esportivos chamados de _"" ""eventos esportivos apelidados de _"" ""_ são alguns dos eventos esportivos"" ""eventos esportivos tais como _"" ""eventos esportivos assim como _"" ""eventos esportivos como _"" ";;evento esportista;2014-10-31;Maísa Duarte;Maísa Duarte;is when a sport is played or otherwise engaged in, including but not limited to what would be termed a “sports game”.  See child categories for examples.;none;Removed all and added brazilian names;
jogoEsportivo;sports games;%s is a {sports game};TRUE;TRUE;eventoEsportista jogo;;;all;"Copa do Mundo 2008 ""Copa do Mundo 2004"" ""Brasileirão 2009"" ""Brasileirão 2008"" ""Copa do Brasil 2009"" ""Copa do Brasil 2008"" ""Libertadores 2008"" ""Grand Prix de Voleibol de 2009"" ""Roland-Garros de 2009"" ""Libertadores 2009""";"""_ é um jogo"" ""_ é o jogo"" ""é o jogo _"" ""jogo conhecido como _"" ""_ são os jogos"" ""jogos conhecidos como _"" ""_ são alguns dos jogos"" ""jogos tais como _"" ""jogos assim como _"" ""jogos como _"" ";;jogo esportivo;2014-10-31;Maísa Duarte;Maísa Duarte;A sports game is a particular instance of a sporting event where teams or athletes compete. This could be a series of matches if the competitors remain the same, but this does not extend to something like a tournament or season where the series of matches draws on different combinations from a set of teams.;;Removed all and added brazilian names;
ligaEsportiva;sports leagues;%s is a {sports league};TRUE;TRUE;organização;;;proper;" ""Confederação Brasileira de Futebol"" ""Liga Portuguesa"" ""Liga Mundial de Voleibol "" ""Liga Brasileira de Futebol Americano"" ""Liga Sorocabana no Novo Basquete Brasil"" ";"""liga esportiva tal como _"" ""liga esportiva assim como _"" ""liga esportiva como a _"" ""_ é uma liga esportiva"" ""_ é a liga esportiva"" ""é a liga esportiva _"" ""liga esportiva conhecida como _"" ""liga esportiva chamada de _"" ""liga esportiva apelidada de _"" ""_ é uma das ligas esportivas"" ""_ são ligas esportivas"" ""_ são as ligas esportivas"" ""ligas esportivas conhecidas como _"" ""ligas esportivas chamadas de _"" ""ligas esportivas apelidadas de _"" ""_ são algumas das ligas esportivas"" ";;liga esportiva;2014-10-31;Maísa Duarte;Maísa Duarte;A sports league is an association of teams that compete with each other in a sport. Sports leagues include conferences and divisions of other sports leagues.;/sports/sports_league;Dúvida;
equipeEsportiva;sports teams;%s is a {sports team};TRUE;TRUE;organização geolocalização;;;proper;" ""Flamengo"" ""Seleção Brasileira"" ""Cruzeiro"" ""Santos"" ""Palmeiras"" ""Los Angeles Lakers"" ""Manchester United"" ""Botafogo"" ""Botafogo"" ""São Paulo"" ""Seleção Brasileira de Bocha Paralímpica"" ""Equipe de bocha do Cruzeiro"" ""Turma do Remo"" ""Yankees"" ""Corinthians"" ""Palmeiras"" ""Atlético Mineiro"" ";"""equipe esportiva tal como _"" ""equipe esportiva assim como _"" ""equipe esportiva como a _"" ""_ é uma equipe esportiva"" ""_ é a equipe esportiva"" ""é a equipe esportiva _"" ""equipe esportiva conhecida como _"" ""equipe esportiva chamada de _"" ""equipe esportiva apelidada de _"" ""_ é uma das equipes esportivas"" ""_ são equipes esportivas"" ""_ são as equipes esportivas"" ""equipes esportivas conhecidas como _"" ""equipes esportivas chamadas de _"" ""equipes esportivas apelidadas de _"" ""_ são algumas das equipes esportivas"" ";{“Boston Celtics”, “Celtics”} {“Los Angeles Lakers”, “Lakers”} {“Yankees”, “New York Yankees”} {“Red Wings”, “Detroit Red Wings”} {“Steelers”, “Pittsburgh Steelers”} {“Phoenix Suns”, “Suns”} {“Jags”, “Jaguars”} {“USC Trojans”, “Trojans”} {“Rays”, “Tampa Bay Devil Rays”} {“Oakland A's”, “Oakland Athletics”};equipe esportiva;2014-10-31;Maísa Duarte;Maísa Duarte;A sports team is a group of athletes who play a sport together competitively;/sports/sports_team;Removed some and added other names;
posiçãoDeEquipeEsportiva;sports team positions;%s is a {sports team position};TRUE;TRUE;abstractThing;;"""diretor"" ""árbitro""";all;"""goleiro"" ""ponta esquerda"" ""pontas direita"" ""volante"" ""atacante"" ""zagueiro"" ""pivô"" ""armadores"" ""levantador"" ""líbero"" ""meia de rede"" ""lançador"" ""lateral"" ""ala"" ""lateral direito""";"""posições dos atletas tais como _"" ""posições dos atletas assim como _"" ""posições dos atletas como _"" ""posição do atleta tal como _"" ""posição do atleta assim como _"" ""posição do atleta como _"" ""_ é uma posição do atleta"" ""_ é a posição do atleta"" ""é a posição do atleta _"" ""posição do atleta conhecida como _"" ""posição do atleta chamada de _"" ""posição do atleta apelidada de _"" ""_ é uma das posições dos atletas"" ""posições das atletas tais como _"" ""posições das atletas assim como _"" ""posições das atletas como _"" ""posição da atleta tal como _"" ""posição da atleta assim como _"" ""posição da atleta como _"" ""_ é uma posição da atleta"" ""_ é a posição da atleta"" ""é a posição da atleta _"" ""posição da atleta conhecida como _"" ""posição da atleta chamada de _"" ""posição da atleta apelidada de _"" ""_ é uma das posições das atletas"" ";;posição de equipe esportiva;2014-10-31;Maísa Duarte;Maísa Duarte;The name of a position on a sports team (e.g., quarterback);;Translated, removed and added some names;
estádioOuLocalDeEvento;stadiums;%s is a {stadium or event venue};TRUE;TRUE;atração construção;;;proper;" ""Maracanã"" ""Mané Garrincha"" ""Morumbi"" ""Castelão"" ""Mineirão"" ""Pacaembu"" ""Barradão"" ""Itaquerão"" ""Arena Pantanal"" ""Ginásio do Franca Basquetebol Clube"" ""Ginásio Pedro Murilla Fuentes"" ""Ginásio Tijuca Tênis Clube"" ""Centreventos Cau Hansen"" ""Ginásio Homero Santos"" ""Ginásio Doutor Gualberto Moreira""";"""_ é um estádio construído"" ""horário de funcionamento da bilheteria do _"" ""_ é a casa do São Paulo"" "" chamado de Estádio _"" ""o estádio _"" ""o jogo será no _"" ""cerimônias acontecerão no _"" ""cerimônia acontecerá no _"" ""o Estádio Olímpico _"" ""_ é a principal obra dos Jogos"" ""_ foi construído para as olimpíadas"" ""_ foi construído para a copa"" ""casas de eventos como _"" ""a casa de evento _"" ""show será realizado no _"" ""a casa de espetáculos _"" ""casa de espetáculos _"" ""_ principal casa de espetáculos"" ""_ é um estádio"" ""_ é o estádio"" ""é o estádio _"" ""estádio conhecido como _"" ""estádio chamado de _"" ""estádio apelidado de _"" ""_ é um dos estádios"" ""estádios tais como _"" ""estádios assim como _"" ""estádios como _"" ""estádio tal como _"" ""estádio assim como _"" ""estádio como _"" ""_ é um Local De Evento"" ""_ é o Local De Evento"" ""é o Local De Evento _"" ""Local De Evento conhecido como _"" ""Local De Evento chamado de _"" ""Local De Evento apelidado de _"" ""_ é um dos Locais De Eventos"" ""Locais De Eventos tais como _"" ""Locais De Eventos assim como _"" ""Locais De Eventos como _"" ""Local De Evento tal como _"" ""Local De Evento assim como _"" ""Local De Evento como _""";{“Navasota Rattler Stadium”, “Rattler Stadium”} {“TD Waterhouse Center”, “TD Waterhouse Centre”} {“Lake Charles Civic Center Arena”, “Lake Charles Civic Center”} {“Meadowlands Complex”, “Meadowlands Sports Complex”} {“Mile High Stadium”, “Invesco Field at Mile High”} {“Classic Center Theatre”, “Classic Center”} {“Kimbrough Memorial Stadium”, “Kimbrough Stadium”} {“Shubert Theatre”, “Shubert Theater”} {“Dodger Stadium”, “Dodgers Stadium”} {“Brown Stadium”, “Browns Stadium”};estádio ou local de evento;2014-10-31;Maísa Duarte;Maísa Duarte;A building where large spectator events (usually sporting events) take place.;/sports/sports_facility;Removed all and added brazilian names;
estadoOuProvíncia;states;%s is a {state or a province};TRUE;TRUE;localizaçãoGeopolítica organizaçãoGeopolítica geolocalização;;;proper;" ""São Paulo"" ""Minas Gerais"" ""Califórnia"" ""Rio de Janeiro"" ""Rio Grande do Sul"" ""New York"" ""Santa Catarina"" ""Paraná"" ""Acre"" ""Distrito Federal"" ""Maranhão"" ""Bahia"" ""Alagoas"" ""Espírito Santo"" ""Tocantins""";"""_ é um estado"" ""_ é o estado"" ""é o estado _"" ""estado conhecido como _"" ""estado chamado de _"" ""estado apelidado de _"" ""_ é um dos estados"" ""estados tais como _"" ""estados assim como _"" ""estados como _"" ""estado tal como _"" ""estado assim como _"" ""estado como _""";;estad ou província;2014-10-31;Maísa Duarte;Maísa Duarte;In general, the top-level administrative or political subdivision within a country.;none;Removed all and added brazilian names;
rua;streets;%s is a {street};TRUE;TRUE;localização geolocalização;rodovia;;all;"""Avenida Brasil"" ""Avenida Brasil"" ""Rua 25 de Março"" ""Avenida Brigadeiro Faria Lima"" ""Avenida Rio Branco"" ""Rua Augusta"" ""Avenida Saudade"" ""Avenida Rio Branco"" ""Rua Jacuí""";"""ruas tais como _"" ""ruas assim como _"" ""ruas como _"" ""rua tal como _"" ""rua assim como _"" ""rua como _"" ""_ é uma rua"" ""_ é a rua"" ""é a rua _"" ""rua conhecida como _"" ""rua chamada de _"" ""rua apelidada de _"" ""_ é uma das ruas"" ";;rua;2014-10-31;Maísa Duarte;Maísa Duarte;A route of travel that has a single name indicating its entirety, and that could have a street address (as distinct from trail, which may not feature addresses);none;Removed all and added brazilian names;
itensDeMesa;tabletop items;%s is an {item found on a table};TRUE;TRUE;itemDoméstico;itemDeCozinha itemDeHall itemDeBanheiro itemDeEscritório itemDoQuarto;"""mesa"" ""sofa"" ""cadeira"" ""geladeira"" ""porta""";all;"""prato"" ""garfo"" ""colher"" ""xícara"" ""copo"" ""faca"" ""guardanapo"" ""vaso"" ""toalha de mesa"" ""telefone"" ""computador"" ""livro"" ""roteiro"" ""prato"" ""talheres"" ""lâmpada""";"""_ é um iten De Mesa"" ""_ é o iten De Mesa"" ""é o iten De Mesa _"" ""iten De Mesa conhecido como _"" ""iten De Mesa chamado de _"" ""iten De Mesa apelidado de _"" ""_ é um dos itens De Mesa"" ""itens De Mesa tais como _"" ""itens De Mesa assim como _"" ""itens De Mesa como _"" ""iten De Mesa tal como _"" ""iten De Mesa assim como _"" ""iten De Mesa como _""";;itens de mesa;2014-10-31;Maísa Duarte;Maísa Duarte;Any item that is commonly found on a table. ;;Translated;
redeDeTelevisão;;%s is a {TV network};FALSE;FALSE;empresaDeMídia;;;proper;" ""Rede Globo"" ""TV Record"" ""SBT"" ""Band"" ""TV Cultura"" ""Rede TV!"" ""Fox""";"""redes De Televisão tais como _"" ""redes De Televisão assim como _"" ""redes De Televisão como _"" ""rede De Televisão tal como _"" ""rede De Televisão assim como _"" ""rede De Televisão como _"" ""_ é uma rede De Televisão"" ""_ é a rede De Televisão"" ""é a rede De Televisão _"" ""rede De Televisão conhecida como _"" ""rede De Televisão chamada de _"" ""rede De Televisão apelidada de _"" ""_ é uma das redes De Televisão"" ";;red de televisão;2014-10-31;Maísa Duarte;Maísa Duarte;Category for different types of TV networks (currently closed-world, limited to major American networks);/tv/tv_network;Removed almost and added other names;
programaDeTelevisão;television shows;%s is a {TV show};TRUE;TRUE;trabalhoCriativo;;;proper;" ""Programa do Jôl"" ""Caldeirão do Huck"" ""CQC"" ""Video Show"" ""Cinema em Casa"" ""Malhação"" ""Entre Tapas e Beijos"" ""Sai de Baixo"" ""Super Nany"" ""Programa do Ratinho"" ""Globo Esporte"" ""Castelo Ra-Tim-Bum""";"""_ é um programa De Televisão"" ""_ é o programa De Televisão"" ""é o programa De Televisão _"" ""programa De Televisão conhecido como _"" ""programa De Televisão chamado de _"" ""programa De Televisão apelidado de _"" ""_ é um dos programas De Televisão"" ""programas De Televisão tais como _"" ""programas De Televisão assim como _"" ""programas De Televisão como _"" ""programa De Televisão tal como _"" ""programa De Televisão assim como _"" ""programa De Televisão como _""";;programa de televisão;2014-10-31;Maísa Duarte;Maísa Duarte;"""Television shows, or a television series that includes multiple episodes""";/tv/tv_program;Removed all and added brazilian names;
estaçãoDeTV;television stations;%s is a {TV station};TRUE;TRUE;empresaDeMídia geolocalização;;;proper;" ""Rede Alterosa"" ""Rede Difusora"" ""Rede Tribuna"" ""Rede Vanguarda"" ""EPTV"" ""Rede Anhanguera"" ""Rede Gazeta ES"" ""Rede Gazeta"" ""Rede Meio Norte"" ""TV Sudoeste"" ""RIC TV"" ""Canal do Boi"" ""NovoCanal"" ""Canal Rural"" ""Mix TV"" ""Canal Brasil""";"""estações De TVs tais como _"" ""estações De TVs assim como _"" ""estações De TVs como _"" ""estação De TV tal como _"" ""estação De TV assim como _"" ""estação De TV como _"" ""_ é uma estação De TV"" ""_ é a estação De TV"" ""é a estação De TV _"" ""estação De TV conhecida como _"" ""estação De TV chamada de _"" ""estação De TV apelidada de _"" ""_ é uma das estações De TVs"" ";;estação de TV;2014-10-31;Maísa Duarte;Maísa Duarte;A television station is a broadcaster which transmits television (audio & video). ;/broadcast/tv_station;Removed all and added brazilian names;
organizaçãoTerrorista;terrorist organizations;%s is a {terrorist organization};TRUE;TRUE;organização;organizaçãoGeopolítica;;proper;"""Al Qaeda"" ""Hamas"" ""Ansar al-Islam"" ""Hezbollah"" ""Irish Republican Army"" ""Palestinian Islamic Jihad""  ""People's Liberation Army of Manipur""  ""al-Qaida in Iraq""  ""Ansar al-Islam""  ""Egyptian Islamic Jihad"" ""Asbat al-Ansar"" ""Lashkar-e-Toiba"" “Al-Muqawama al-Islamiyya” “Babbar Khalsa”";"""organizações Terroristas tais como _"" ""organizações Terroristas assim como _"" ""organizações Terroristas como _"" ""organização Terrorista tal como _"" ""organização Terrorista assim como _"" ""organização Terrorista como _"" ""_ é uma organização Terrorista"" ""_ é a organização Terrorista"" ""é a organização Terrorista _"" ""organização Terrorista conhecida como _"" ""organização Terrorista chamada de _"" ""organização Terrorista apelidada de _"" ""_ é uma das organizações Terroristas"" ";;organização terrorista;2014-10-31;Maísa Duarte;Maísa Duarte;an organization that is involved in terrorist activities.;/base/terrorism/terrorist_organization;No changes;
ferramenta;tools;%s is a {tool};TRUE;TRUE;item;equipamentoEsportista;;common;"""formões"" ""martelos"" ""alicate"" ""serras"" ""chaves de fenda"" ""pás"" ""eixos"" ""picaretas"" ""serras""  ""martelos pneumáticos"" "" serra de bancada"" ""serras de esquadria"" ""furadeira"" ""plainas"" ""brocas"" ""lixadeiras""";"""ferramentas tais como _"" ""ferramentas assim como _"" ""ferramentas como _"" ""ferramenta tal como _"" ""ferramenta assim como _"" ""ferramenta como _"" ""_ é uma ferramenta"" ""_ é a ferramenta"" ""é a ferramenta _"" ""ferramenta conhecida como _"" ""ferramenta chamada de _"" ""ferramenta apelidada de _"" ""_ é uma das ferramentas"" ";;ferramenta;2014-10-31;Maísa Duarte;Maísa Duarte;;none;Translated;
sindicato;trade unions;%s is a {trade union};TRUE;TRUE;organização;organizaçãoSemFinsLucrativos organizaçãoNãoGovernamental;;proper;"""Confederação Operária Brasileira"" ""Sindpd"" ""Sindicato dos Bancários"" ""Sindicato dos Comerciários de São Paulo"" ""Sindicato dos Empregados do Comércio do Rio de Janeiro"" ""Sindicato dos Metalúrgicos de São Paulo e Mogi das Cruzes"" ""SIMESP"" ""Sindicato dos Advogados do Estado de SP"" ""Sindav"" ""SAESP"" ""SINDNAPI"" ""SINPRO-SP"" ""AFPESP""";"""_ é um sindicato"" ""_ é o sindicato"" ""é o sindicato _"" ""sindicato conhecido como _"" ""sindicato chamado de _"" ""sindicato apelidado de _"" ""_ é um dos sindicatos"" ""sindicatos tais como _"" ""sindicatos assim como _"" ""sindicatos como _"" ""sindicato tal como _"" ""sindicato assim como _"" ""sindicato como _""";;sindicato;2014-10-31;Maísa Duarte;Maísa Duarte;A trade union (aka labor union) is an organization which represents workers in a certain industry or profession.;/business/trade_union;Removed all and added brazilian names;
jogoTradicional;games;%s is a non-sports, non-electronic {game};TRUE;TRUE;jogo;;;all;"""truco"" ""rouba monte"" ""baralho"" ""dominó"" ""futebol de botão"" ""jogo da vida"" ""batalha naval"" ""pé de galinha"" ""jogo da memória"" ""Puzzle"" ""Quebra-Cabeça"" ""Lego"" ""Mico""";"""_ é um jogo Tradicional"" ""_ é o jogo Tradicional"" ""é o jogo Tradicional _"" ""jogo Tradicional conhecido como _"" ""jogo Tradicional chamado de _"" ""jogo Tradicional apelidado de _"" ""_ é um dos jogos Tradicionais"" ""jogos Tradicionais tais como _"" ""jogos Tradicionais assim como _"" ""jogos Tradicionais como _"" ""jogo Tradicional tal como _"" ""jogo Tradicional assim como _"" ""jogo Tradicional como _""";;jogo tradicional;2014-10-31;Maísa Duarte;Maísa Duarte;Includes all non-sports, non-electronic games including board games, parlor games and card games.  ;/games/game;;
